100000 1000
1 -549505 95796
2
1 -549517 95777
2
1 -549533 95745
2
1 -549537 95714
2
1 -549565 95670
2
1 -549581 95646
2
1 -549581 95602
2
1 -549582 95574
2
1 -549620 95540
2
1 -549631 95514
2
1 -549641 95481
2
1 -549658 95477
2
1 -549661 95433
2
1 -549684 95389
2
1 -549709 95364
2
1 -549748 95341
2
1 -549781 95327
2
1 -549824 95322
2
1 -549832 95320
2
1 -549868 95284
2
1 -549869 95270
2
1 -549891 95262
2
1 -549904 95239
2
1 -549948 95232
2
1 -549960 95222
2
1 -550000 95192
2
1 -550044 95173
2
1 -550078 95164
2
1 -550096 95152
2
1 -550105 95147
2
1 -550149 95137
2
1 -550178 95105
2
1 -550202 95078
2
1 -550246 95046
2
1 -550282 95011
2
1 -550312 94967
2
1 -550316 94960
2
1 -550323 94935
2
1 -550361 94922
2
1 -550393 94917
2
1 -550417 94883
2
1 -550459 94853
2
1 -550467 94815
2
1 -550506 94781
2
1 -550511 94771
2
1 -550512 94760
2
1 -550533 94730
2
1 -550539 94730
2
1 -550558 94725
2
1 -550598 94715
2
1 -550639 94690
2
1 -550655 94683
2
1 -550695 94659
2
1 -550727 94619
2
1 -550764 94593
2
1 -550771 94570
2
1 -550793 94565
2
1 -550808 94527
2
1 -550851 94517
2
1 -550878 94506
2
1 -550898 94478
2
1 -550920 94437
2
1 -550941 94409
2
1 -550945 94407
2
1 -550986 94401
2
1 -551006 94357
2
1 -551044 94321
2
1 -551050 94288
2
1 -551072 94287
2
1 -551107 94265
2
1 -551141 94222
2
1 -551141 94203
2
1 -551144 94187
2
1 -551156 94179
2
1 -551189 94140
2
1 -551208 94125
2
1 -551237 94121
2
1 -551256 94109
2
1 -551295 94086
2
1 -551310 94051
2
1 -551339 94016
2
1 -551373 93994
2
1 -551399 93991
2
1 -551417 93987
2
1 -551428 93972
2
1 -551454 93972
2
1 -551467 93939
2
1 -551493 93916
2
1 -551504 93878
2
1 -551536 93834
2
1 -551568 93821
2
1 -551583 93797
2
1 -551607 93763
2
1 -551643 93737
2
1 -551662 93731
2
1 -551678 93721
2
1 -551681 93708
2
1 -551720 93678
2
1 -551736 93666
2
1 -551777 93632
2
1 -551805 93603
2
1 -551846 93600
2
1 -551870 93577
2
1 -551897 93541
2
1 -551913 93520
2
1 -551948 93509
2
1 -551989 93497
2
1 -552024 93469
2
1 -552025 93436
2
1 -552034 93409
2
1 -552036 93377
2
1 -552073 93372
2
1 -552073 93340
2
1 -552115 93317
2
1 -552121 93317
2
1 -552133 93276
2
1 -552162 93267
2
1 -552162 93251
2
1 -552194 93217
2
1 -552201 93214
2
1 -552211 93210
2
1 -552225 93197
2
1 -552242 93186
2
1 -552283 93161
2
1 -552283 93149
2
1 -552291 93147
2
1 -552291 93147
2
1 -552305 93147
2
1 -552344 93135
2
1 -552368 93134
2
1 -552387 93098
2
1 -552429 93087
2
1 -552429 93083
2
1 -552456 93051
2
1 -552494 93017
2
1 -552530 93007
2
1 -552568 92995
2
1 -552592 92985
2
1 -552616 92958
2
1 -552659 92927
2
1 -552699 92921
2
1 -552739 92881
2
1 -552752 92872
2
1 -552792 92857
2
1 -552820 92831
2
1 -552836 92828
2
1 -552854 92808
2
1 -552868 92783
2
1 -552893 92742
2
1 -552906 92717
2
1 -552943 92706
2
1 -552979 92676
2
1 -553009 92661
2
1 -553012 92652
2
1 -553016 92651
2
1 -553018 92607
2
1 -553032 92565
2
1 -553033 92538
2
1 -553040 92496
2
1 -553082 92461
2
1 -553112 92441
2
1 -553112 92438
2
1 -553153 92417
2
1 -553189 92389
2
1 -553206 92378
2
1 -553214 92362
2
1 -553236 92318
2
1 -553238 92304
2
1 -553259 92299
2
1 -553283 92273
2
1 -553296 92240
2
1 -553328 92213
2
1 -553359 92179
2
1 -553375 92141
2
1 -553413 92120
2
1 -553448 92097
2
1 -553489 92054
2
1 -553523 92010
2
1 -553542 91978
2
1 -553576 91934
2
1 -553619 91891
2
1 -553634 91871
2
1 -553638 91847
2
1 -553679 91814
2
1 -553708 91787
2
1 -553729 91783
2
1 -553745 91775
2
1 -553776 91773
2
1 -553780 91770
2
1 -553782 91728
2
1 -553806 91691
2
1 -553834 91664
2
1 -553876 91640
2
1 -553903 91623
2
1 -553914 91600
2
1 -553937 91591
2
1 -553958 91553
2
1 -553994 91520
2
1 -554012 91488
2
1 -554033 91479
2
1 -554048 91437
2
1 -554069 91406
2
1 -554081 91399
2
1 -554114 91382
2
1 -554131 91340
2
1 -554152 91337
2
1 -554193 91326
2
1 -554231 91287
2
1 -554266 91267
2
1 -554284 91266
2
1 -554327 91225
2
1 -554344 91198
2
1 -554385 91190
2
1 -554407 91169
2
1 -554448 91126
2
1 -554486 91108
2
1 -554488 91094
2
1 -554492 91073
2
1 -554520 91029
2
1 -554520 91021
2
1 -554561 90992
2
1 -554572 90955
2
1 -554612 90951
2
1 -554650 90920
2
1 -554681 90909
2
1 -554720 90872
2
1 -554734 90860
2
1 -554760 90849
2
1 -554780 90846
2
1 -554819 90823
2
1 -554827 90791
2
1 -554830 90774
2
1 -554838 90760
2
1 -554838 90723
2
1 -554851 90722
2
1 -554851 90706
2
1 -554881 90688
2
1 -554897 90656
2
1 -554927 90647
2
1 -554945 90624
2
1 -554973 90611
2
1 -554995 90569
2
1 -555027 90566
2
1 -555042 90552
2
1 -555055 90542
2
1 -555093 90514
2
1 -555097 90473
2
1 -555097 90460
2
1 -555108 90459
2
1 -555120 90428
2
1 -555129 90409
2
1 -555139 90408
2
1 -555183 90382
2
1 -555216 90353
2
1 -555258 90339
2
1 -555273 90307
2
1 -555300 90270
2
1 -555330 90249
2
1 -555333 90242
2
1 -555368 90226
2
1 -555385 90198
2
1 -555385 90169
2
1 -555417 90162
2
1 -555421 90157
2
1 -555436 90141
2
1 -555479 90110
2
1 -555521 90102
2
1 -555553 90061
2
1 -555594 90033
2
1 -555627 90032
2
1 -555669 90029
2
1 -555702 89998
2
1 -555704 89973
2
1 -555711 89968
2
1 -555744 89926
2
1 -555773 89914
2
1 -555806 89878
2
1 -555809 89851
2
1 -555852 89844
2
1 -555884 89823
2
1 -555907 89786
2
1 -555914 89766
2
1 -555915 89726
2
1 -555939 89722
2
1 -555962 89710
2
1 -555967 89683
2
1 -555989 89682
2
1 -556002 89651
2
1 -556035 89631
2
1 -556079 89610
2
1 -556103 89582
2
1 -556144 89570
2
1 -556170 89526
2
1 -556171 89495
2
1 -556178 89455
2
1 -556185 89418
2
1 -556218 89403
2
1 -556238 89362
2
1 -556255 89356
2
1 -556255 89354
2
1 -556273 89341
2
1 -556302 89339
2
1 -556323 89297
2
1 -556356 89288
2
1 -556380 89256
2
1 -556418 89253
2
1 -556440 89219
2
1 -556463 89216
2
1 -556503 89192
2
1 -556538 89183
2
1 -556558 89141
2
1 -556567 89133
2
1 -556586 89097
2
1 -556597 89061
2
1 -556639 89043
2
1 -556677 89021
2
1 -556708 88992
2
1 -556732 88985
2
1 -556758 88966
2
1 -556782 88961
2
1 -556789 88944
2
1 -556805 88915
2
1 -556818 88876
2
1 -556858 88861
2
1 -556876 88831
2
1 -556901 88831
2
1 -556935 88790
2
1 -556950 88781
2
1 -556982 88755
2
1 -556989 88726
2
1 -556989 88725
2
1 -556995 88687
2
1 -557025 88650
2
1 -557033 88631
2
1 -557044 88599
2
1 -557075 88581
2
1 -557086 88579
2
1 -557096 88555
2
1 -557099 88550
2
1 -557138 88521
2
1 -557180 88495
2
1 -557209 88464
2
1 -557231 88464
2
1 -557271 88455
2
1 -557304 88452
2
1 -557342 88412
2
1 -557353 88406
2
1 -557387 88403
2
1 -557430 88361
2
1 -557459 88351
2
1 -557495 88335
2
1 -557530 88333
2
1 -557555 88333
2
1 -557581 88304
2
1 -557593 88277
2
1 -557606 88268
2
1 -557615 88226
2
1 -557618 88195
2
1 -557622 88152
2
1 -557625 88152
2
1 -557633 88149
2
1 -557673 88123
2
1 -557683 88087
2
1 -557720 88072
2
1 -557760 88051
2
1 -557792 88020
2
1 -557829 87997
2
1 -557869 87979
2
1 -557899 87958
2
1 -557908 87953
2
1 -557919 87931
2
1 -557933 87911
2
1 -557959 87894
2
1 -557972 87856
2
1 -557995 87840
2
1 -558033 87802
2
1 -558053 87762
2
1 -558073 87732
2
1 -558105 87720
2
1 -558112 87693
2
1 -558152 87653
2
1 -558173 87620
2
1 -558198 87604
2
1 -558211 87594
2
1 -558211 87565
2
1 -558226 87554
2
1 -558232 87517
2
1 -558263 87478
2
1 -558279 87472
2
1 -558311 87471
2
1 -558334 87439
2
1 -558374 87396
2
1 -558402 87374
2
1 -558437 87352
2
1 -558478 87310
2
1 -558482 87274
2
1 -558519 87249
2
1 -558550 87232
2
1 -558554 87226
2
1 -558589 87222
2
1 -558624 87210
2
1 -558639 87207
2
1 -558650 87199
2
1 -558655 87171
2
1 -558669 87134
2
1 -558705 87097
2
1 -558737 87059
2
1 -558779 87044
2
1 -558794 87012
2
1 -558831 86994
2
1 -558861 86991
2
1 -558878 86962
2
1 -558914 86952
2
1 -558916 86912
2
1 -558933 86868
2
1 -558977 86854
2
1 -558988 86840
2
1 -559013 86817
2
1 -559042 86787
2
1 -559055 86744
2
1 -559084 86740
2
1 -559127 86724
2
1 -559170 86684
2
1 -559208 86664
2
1 -559243 86634
2
1 -559244 86614
2
1 -559285 86596
2
1 -559289 86564
2
1 -559317 86551
2
1 -559344 86544
2
1 -559356 86518
2
1 -559385 86487
2
1 -559387 86478
2
1 -559403 86440
2
1 -559404 86411
2
1 -559440 86381
2
1 -559480 86340
2
1 -559489 86302
2
1 -559533 86300
2
1 -559554 86266
2
1 -559594 86244
2
1 -559610 86208
2
1 -559612 86188
2
1 -559642 86158
2
1 -559683 86146
2
1 -559683 86131
2
1 -559683 86095
2
1 -559684 86093
2
1 -559691 86076
2
1 -559731 86068
2
1 -559739 86030
2
1 -559739 86026
2
1 -559781 86010
2
1 -559785 86007
2
1 -559811 85982
2
1 -559848 85961
2
1 -559850 85953
2
1 -559869 85942
2
1 -559904 85938
2
1 -559908 85900
2
1 -559924 85896
2
1 -559933 85880
2
1 -559973 85863
2
1 -559998 85854
2
1 -560040 85827
2
1 -560064 85822
2
1 -560091 85798
2
1 -560100 85774
2
1 -560103 85760
2
1 -560130 85731
2
1 -560131 85705
2
1 -560136 85694
2
1 -560177 85663
2
1 -560199 85624
2
1 -560234 85598
2
1 -560266 85585
2
1 -560296 85582
2
1 -560332 85550
2
1 -560353 85534
2
1 -560356 85516
2
1 -560361 85489
2
1 -560391 85457
2
1 -560398 85417
2
1 -560410 85400
2
1 -560426 85399
2
1 -560427 85382
2
1 -560455 85376
2
1 -560483 85352
2
1 -560527 85346
2
1 -560545 85312
2
1 -560577 85299
2
1 -560586 85274
2
1 -560602 85274
2
1 -560621 85230
2
1 -560644 85207
2
1 -560668 85179
2
1 -560673 85169
2
1 -560695 85150
2
1 -560700 85109
2
1 -560736 85081
2
1 -560779 85044
2
1 -560779 85011
2
1 -560784 84975
2
1 -560796 84971
2
1 -560838 84933
2
1 -560838 84897
2
1 -560851 84888
2
1 -560874 84852
2
1 -560883 84809
2
1 -560919 84770
2
1 -560947 84755
2
1 -560969 84722
2
1 -560994 84722
2
1 -561009 84685
2
1 -561050 84672
2
1 -561070 84671
2
1 -561076 84650
2
1 -561110 84632
2
1 -561122 84623
2
1 -561152 84607
2
1 -561161 84577
2
1 -561175 84555
2
1 -561215 84517
2
1 -561228 84506
2
1 -561271 84495
2
1 -561277 84469
2
1 -561304 84434
2
1 -561325 84427
2
1 -561367 84384
2
1 -561374 84383
2
1 -561386 84356
2
1 -561388 84338
2
1 -561398 84294
2
1 -561441 84265
2
1 -561449 84237
2
1 -561456 84220
2
1 -561477 84198
2
1 -561478 84182
2
1 -561493 84161
2
1 -561527 84141
2
1 -561560 84101
2
1 -561561 84079
2
1 -561599 84050
2
1 -561635 84015
2
1 -561663 83972
2
1 -561699 83932
2
1 -561725 83931
2
1 -561745 83888
2
1 -561745 83870
2
1 -561773 83862
2
1 -561782 83827
2
1 -561814 83797
2
1 -561826 83757
2
1 -561834 83723
2
1 -561857 83681
2
1 -561866 83663
2
1 -561866 83646
2
1 -561906 83608
2
1 -561915 83576
2
1 -561950 83539
2
1 -561987 83505
2
1 -562019 83480
2
1 -562054 83466
2
1 -562078 83424
2
1 -562110 83410
2
1 -562122 83407
2
1 -562126 83363
2
1 -562159 83339
2
1 -562160 83298
2
1 -562180 83274
2
1 -562219 83237
2
1 -562262 83236
2
1 -562271 83236
2
1 -562310 83218
2
1 -562349 83182
2
1 -562366 83150
2
1 -562391 83139
2
1 -562410 83124
2
1 -562435 83119
2
1 -562454 83099
2
1 -562473 83068
2
1 -562496 83037
2
1 -562533 83025
2
1 -562543 82987
2
1 -562558 82950
2
1 -562583 82934
2
1 -562612 82904
2
1 -562629 82903
2
1 -562666 82885
2
1 -562692 82853
2
1 -562702 82809
2
1 -562728 82774
2
1 -562738 82767
2
1 -562751 82724
2
1 -562764 82692
2
1 -562782 82660
2
1 -562808 82619
2
1 -562833 82601
2
1 -562848 82559
2
1 -562860 82528
2
1 -562895 82484
2
1 -562897 82465
2
1 -562926 82438
2
1 -562953 82417
2
1 -562953 82408
2
1 -562968 82391
2
1 -562983 82350
2
1 -562998 82318
2
1 -563002 82283
2
1 -563032 82259
2
1 -563061 82256
2
1 -563079 82246
2
1 -563086 82202
2
1 -563115 82180
2
1 -563156 82139
2
1 -563171 82108
2
1 -563173 82083
2
1 -563186 82052
2
1 -563193 82050
2
1 -563207 82043
2
1 -563225 82006
2
1 -563257 81973
2
1 -563290 81971
2
1 -563318 81927
2
1 -563355 81914
2
1 -563385 81893
2
1 -563409 81889
2
1 -563441 81858
2
1 -563444 81842
2
1 -563459 81798
2
1 -563478 81767
2
1 -563516 81746
2
1 -563534 81733
2
1 -563548 81708
2
1 -563563 81673
2
1 -563602 81632
2
1 -563629 81606
2
1 -563658 81583
2
1 -563686 81571
2
1 -563715 81544
2
1 -563748 81529
2
1 -563752 81517
2
1 -563771 81481
2
1 -563776 81459
2
1 -563790 81432
2
1 -563818 81399
2
1 -563838 81371
2
1 -563854 81333
2
1 -563857 81303
2
1 -563875 81277
2
1 -563902 81257
2
1 -563924 81247
2
1 -563932 81234
2
1 -563965 81197
2
1 -563998 81180
2
1 -564024 81159
2
1 -564056 81129
2
1 -564096 81116
2
1 -564124 81109
2
1 -564159 81105
2
1 -564193 81079
2
1 -564230 81069
2
1 -564239 81054
2
1 -564242 81041
2
1 -564249 81012
2
1 -564288 80977
2
1 -564299 80961
2
1 -564299 80942
2
1 -564328 80902
2
1 -564346 80885
2
1 -564358 80885
2
1 -564358 80878
2
1 -564388 80838
2
1 -564408 80817
2
1 -564417 80799
2
1 -564442 80755
2
1 -564486 80730
2
1 -564495 80715
2
1 -564535 80696
2
1 -564563 80686
2
1 -564573 80657
2
1 -564573 80636
2
1 -564580 80629
2
1 -564621 80585
2
1 -564623 80571
2
1 -564639 80550
2
1 -564653 80526
2
1 -564681 80519
2
1 -564707 80508
2
1 -564735 80472
2
1 -564764 80457
2
1 -564799 80429
2
1 -564839 80423
2
1 -564882 80380
2
1 -564914 80346
2
1 -564922 80341
2
1 -564940 80326
2
1 -564966 80293
2
1 -564988 80264
2
1 -565020 80240
2
1 -565064 80237
2
1 -565064 80217
2
1 -565098 80181
2
1 -565132 80165
2
1 -565134 80141
2
1 -565148 80110
2
1 -565188 80099
2
1 -565209 80057
2
1 -565226 80031
2
1 -565266 80020
2
1 -565281 80010
2
1 -565297 79969
2
1 -565322 79964
2
1 -565351 79955
2
1 -565385 79939
2
1 -565418 79899
2
1 -565444 79858
2
1 -565460 79835
2
1 -565492 79823
2
1 -565531 79789
2
1 -565568 79781
2
1 -565588 79749
2
1 -565614 79708
2
1 -565650 79703
2
1 -565672 79671
2
1 -565688 79671
2
1 -565692 79631
2
1 -565733 79594
2
1 -565733 79562
2
1 -565734 79521
2
1 -565744 79479
2
1 -565781 79443
2
1 -565819 79428
2
1 -565833 79403
2
1 -565860 79388
2
1 -565874 79369
2
1 -565904 79328
2
1 -565917 79317
2
1 -565961 79312
2
1 -565977 79284
2
1 -566021 79244
2
1 -566049 79234
2
1 -566084 79203
2
1 -566086 79161
2
1 -566104 79150
2
1 -566142 79115
2
1 -566150 79078
2
1 -566184 79077
2
1 -566191 79067
2
1 -566217 79025
2
1 -566243 79023
2
1 -566259 79005
2
1 -566302 78968
2
1 -566339 78964
2
1 -566343 78949
2
1 -566375 78946
2
1 -566385 78930
2
1 -566398 78923
2
1 -566407 78900
2
1 -566418 78865
2
1 -566452 78860
2
1 -566477 78818
2
1 -566519 78804
2
1 -566562 78792
2
1 -566587 78761
2
1 -566596 78748
2
1 -566636 78716
2
1 -566674 78716
2
1 -566698 78686
2
1 -566702 78658
2
1 -566710 78622
2
1 -566748 78597
2
1 -566762 78583
2
1 -566795 78559
2
1 -566832 78553
2
1 -566846 78527
2
1 -566857 78526
2
1 -566880 78510
2
1 -566896 78482
2
1 -566924 78479
2
1 -566945 78442
2
1 -566968 78426
2
1 -566999 78410
2
1 -567015 78392
2
1 -567024 78365
2
1 -567025 78341
2
1 -567043 78339
2
1 -567047 78299
2
1 -567063 78255
2
1 -567082 78247
2
1 -567088 78207
2
1 -567129 78190
2
1 -567170 78164
2
1 -567210 78145
2
1 -567226 78122
2
1 -567255 78085
2
1 -567277 78078
2
1 -567285 78062
2
1 -567309 78031
2
1 -567343 77991
2
1 -567356 77949
2
1 -567375 77911
2
1 -567419 77888
2
1 -567459 77866
2
1 -567482 77845
2
1 -567519 77809
2
1 -567535 77776
2
1 -567550 77756
2
1 -567571 77745
2
1 -567572 77708
2
1 -567613 77677
2
1 -567642 77651
2
1 -567680 77607
2
1 -567722 77583
2
1 -567759 77552
2
1 -567778 77540
2
1 -567806 77540
2
1 -567819 77505
2
1 -567850 77497
2
1 -567862 77488
2
1 -567892 77483
2
1 -567899 77475
2
1 -567899 77453
2
1 -567927 77431
2
1 -567960 77401
2
1 -567981 77371
2
1 -568004 77365
2
1 -568022 77349
2
1 -568034 77334
2
1 -568075 77329
2
1 -568076 77307
2
1 -568093 77271
2
1 -568116 77241
2
1 -568142 77232
2
1 -568181 77231
2
1 -568206 77200
2
1 -568219 77161
2
1 -568258 77141
2
1 -568274 77111
2
1 -568316 77106
2
1 -568338 77087
2
1 -568380 77087
2
1 -568412 77072
2
1 -568428 77028
2
1 -568465 77009
2
1 -568469 77009
2
1 -568473 76980
2
1 -568509 76946
2
1 -568523 76921
2
1 -568528 76906
2
1 -568554 76869
2
1 -568555 76868
2
1 -568586 76827
2
1 -568607 76825
2
1 -568633 76799
2
1 -568647 76796
2
1 -568654 76778
2
1 -568657 76777
2
1 -568697 76751
2
1 -568697 76719
2
1 -568705 76707
2
1 -568737 76695
2
1 -568778 76671
2
1 -568786 76654
2
1 -568797 76641
2
1 -568837 76597
2
1 -568849 76556
2
1 -568849 76513
2
1 -568893 76485
2
1 -568900 76460
2
1 -568909 76438
2
1 -568944 76415
2
1 -568946 76415
2
1 -568970 76372
2
1 -569004 76340
2
1 -569034 76298
2
1 -569078 76280
2
1 -569094 76278
2
1 -569098 76254
2
1 -569124 76232
2
1 -569168 76211
2
1 -569189 76200
2
1 -569207 76172
2
1 -569223 76155
2
1 -569234 76132
2
1 -569239 76104
2
1 -569246 76102
2
1 -569252 76092
2
1 -569255 76054
2
1 -569263 76017
2
1 -569288 76017
2
1 -569329 75993
2
1 -569347 75981
2
1 -569380 75952
2
1 -569423 75938
2
1 -569429 75934
2
1 -569465 75900
2
1 -569487 75884
2
1 -569504 75846
2
1 -569544 75810
2
1 -569567 75803
2
1 -569586 75765
2
1 -569596 75733
2
1 -569599 75720
2
1 -569624 75702
2
1 -569636 75697
2
1 -569654 75689
2
1 -569690 75645
2
1 -569710 75614
2
1 -569738 75589
2
1 -569739 75547
2
1 -569768 75503
2
1 -569799 75490
2
1 -569814 75486
2
1 -569820 75469
2
1 -569860 75433
2
1 -569885 75412
2
1 -569914 75370
2
1 -569929 75331
2
1 -569939 75290
2
1 -569958 75261
2
1 -569966 75261
2
1 -570003 75254
2
1 -570047 75235
2
1 -570085 75201
2
1 -570091 75200
2
1 -570129 75165
2
1 -570129 75140
2
1 -570132 75118
2
1 -570168 75102
2
1 -570208 75064
2
1 -570222 75037
2
1 -570236 74993
2
1 -570260 74957
2
1 -570260 74916
2
1 -570299 74889
2
1 -570324 74879
2
1 -570351 74855
2
1 -570368 74829
2
1 -570373 74812
2
1 -570395 74801
2
1 -570414 74785
2
1 -570422 74766
2
1 -570425 74755
2
1 -570429 74716
2
1 -570463 74710
2
1 -570495 74707
2
1 -570528 74699
2
1 -570537 74680
2
1 -570581 74663
2
1 -570603 74662
2
1 -570647 74653
2
1 -570658 74627
2
1 -570691 74599
2
1 -570705 74561
2
1 -570712 74518
2
1 -570723 74492
2
1 -570737 74473
2
1 -570745 74449
2
1 -570782 74437
2
1 -570800 74411
2
1 -570825 74399
2
1 -570861 74386
2
1 -570888 74385
2
1 -570927 74351
2
1 -570952 74335
2
1 -570987 74311
2
1 -571012 74310
2
1 -571017 74297
2
1 -571046 74271
2
1 -571059 74228
2
1 -571083 74197
2
1 -571108 74196
2
1 -571113 74156
2
1 -571138 74114
2
1 -571145 74070
2
1 -571175 74038
2
1 -571193 74017
2
1 -571200 74016
2
1 -571229 74015
2
1 -571264 74006
2
1 -571288 73974
2
1 -571321 73970
2
1 -571354 73970
2
1 -571378 73946
2
1 -571411 73902
2
1 -571433 73889
2
1 -571463 73887
2
1 -571477 73852
2
1 -571481 73851
2
1 -571520 73840
2
1 -571527 73816
2
1 -571532 73790
2
1 -571532 73771
2
1 -571566 73734
2
1 -571593 73703
2
1 -571594 73697
2
1 -571612 73655
2
1 -571629 73649
2
1 -571671 73608
2
1 -571708 73577
2
1 -571710 73563
2
1 -571716 73531
2
1 -571740 73504
2
1 -571769 73476
2
1 -571797 73453
2
1 -571799 73417
2
1 -571808 73403
2
1 -571832 73393
2
1 -571873 73380
2
1 -571875 73357
2
1 -571919 73347
2
1 -571956 73323
2
1 -571963 73307
2
1 -572000 73295
2
1 -572020 73266
2
1 -572025 73244
2
1 -572030 73233
2
1 -572047 73197
2
1 -572085 73196
2
1 -572105 73175
2
1 -572137 73146
2
1 -572156 73105
2
1 -572161 73062
2
1 -572174 73061
2
1 -572185 73039
2
1 -572217 73022
2
1 -572250 72991
2
1 -572291 72951
2
1 -572293 72911
2
1 -572307 72889
2
1 -572331 72870
2
1 -572338 72833
2
1 -572368 72809
2
1 -572396 72779
2
1 -572428 72776
2
1 -572435 72757
2
1 -572474 72724
2
1 -572497 72724
2
1 -572529 72688
2
1 -572537 72683
2
1 -572551 72643
2
1 -572581 72634
2
1 -572614 72601
2
1 -572625 72565
2
1 -572654 72539
2
1 -572674 72524
2
1 -572674 72497
2
1 -572681 72466
2
1 -572694 72430
2
1 -572710 72422
2
1 -572711 72392
2
1 -572738 72351
2
1 -572764 72339
2
1 -572767 72326
2
1 -572778 72315
2
1 -572803 72290
2
1 -572817 72280
2
1 -572858 72278
2
1 -572902 72271
2
1 -572902 72243
2
1 -572935 72215
2
1 -572978 72174
2
1 -572988 72168
2
1 -573022 72137
2
1 -573026 72125
2
1 -573065 72120
2
1 -573108 72092
2
1 -573116 72068
2
1 -573157 72057
2
1 -573201 72050
2
1 -573231 72026
2
1 -573270 72020
2
1 -573305 71978
2
1 -573320 71937
2
1 -573324 71921
2
1 -573348 71921
2
1 -573392 71892
2
1 -573433 71876
2
1 -573475 71846
2
1 -573484 71845
2
1 -573526 71835
2
1 -573540 71833
2
1 -573579 71811
2
1 -573612 71769
2
1 -573646 71730
2
1 -573657 71704
2
1 -573676 71699
2
1 -573715 71683
2
1 -573724 71674
2
1 -573736 71661
2
1 -573768 71618
2
1 -573788 71580
2
1 -573822 71557
2
1 -573839 71518
2
1 -573847 71492
2
1 -573887 71479
2
1 -573924 71470
2
1 -573946 71432
2
1 -573985 71414
2
1 -574020 71379
2
1 -574032 71371
2
1 -574048 71333
2
1 -574068 71316
2
1 -574084 71287
2
1 -574110 71259
2
1 -574152 71238
2
1 -574185 71213
2
1 -574199 71183
2
1 -574202 71152
2
1 -574226 71133
2
1 -574246 71114
2
1 -574285 71095
2
1 -574321 71079
2
1 -574333 71042
2
1 -574374 71033
2
1 -574401 71024
2
1 -574418 70981
2
1 -574427 70944
2
1 -574442 70918
2
1 -574470 70915
2
1 -574486 70890
2
1 -574510 70885
2
1 -574522 70884
2
1 -574557 70868
2
1 -574589 70854
2
1 -574624 70840
2
1 -574664 70811
2
1 -574697 70773
2
1 -574704 70766
2
1 -574734 70762
2
1 -574757 70750
2
1 -574777 70748
2
1 -574794 70719
2
1 -574833 70680
2
1 -574850 70658
2
1 -574855 70624
2
1 -574865 70588
2
1 -574904 70559
2
1 -574941 70523
2
1 -574941 70491
2
1 -574953 70449
2
1 -574954 70435
2
1 -574987 70393
2
1 -574995 70352
2
1 -575006 70352
2
1 -575013 70317
2
1 -575033 70283
2
1 -575070 70239
2
1 -575088 70200
2
1 -575089 70157
2
1 -575112 70151
2
1 -575144 70118
2
1 -575186 70092
2
1 -575211 70050
2
1 -575235 70025
2
1 -575264 69989
2
1 -575294 69959
2
1 -575299 69941
2
1 -575333 69921
2
1 -575354 69920
2
1 -575375 69892
2
1 -575411 69889
2
1 -575428 69861
2
1 -575430 69818
2
1 -575459 69808
2
1 -575500 69800
2
1 -575516 69772
